Time,Amplitude
0.000000,11.900705
0.004000,16.572471
0.008001,30.071353
0.012001,27.090867
0.016001,31.658522
0.020001,38.288816
0.024002,29.148921
0.028002,29.333758
0.032002,19.139023
0.036002,21.799436
0.040003,20.303721
0.044003,13.324040
0.048003,14.247902
0.052003,7.298937
0.056004,16.335171
0.060004,18.361546
0.064004,10.164987
0.068005,8.404300
0.072005,12.158422
0.076005,-0.833787
0.080005,2.508239
0.084006,-4.711409
0.088006,-3.029130
0.092006,-1.211180
0.096006,-9.725877
0.100007,-0.310503
0.104007,7.611629
0.108007,13.521187
0.112007,18.788989
0.116008,24.775386
0.120008,23.836739
0.124008,30.605003
0.128009,20.324595
0.132009,27.796492
0.136009,26.834232
0.140009,15.883002
0.144010,7.775424
0.148010,11.118295
0.152010,11.461334
0.156010,10.635535
0.160011,3.808019
0.164011,13.354816
0.168011,8.478856
0.172011,0.181522
0.176012,1.242836
0.180012,-6.246881
0.184012,-1.807225
0.188013,-14.677580
0.192013,-0.837952
0.196013,-9.760993
0.200013,-4.206319
0.204014,5.017725
0.208014,18.639304
0.212014,7.813877
0.216014,25.641129
0.220015,13.111363
0.224015,25.235606
0.228015,38.040706
0.232015,32.441904
0.236016,32.484325
0.240016,20.874321
0.244016,22.188275
0.248017,30.882730
0.252017,14.350634
0.256017,20.602989
0.260017,14.869020
0.264018,11.703403
0.268018,15.532108
0.272018,5.959844
0.276018,8.424235
0.280019,0.373883
0.284019,1.783513
0.288019,0.137023
0.292019,0.977073
0.296020,8.212657
0.300020,3.050268
0.304020,-1.296947
0.308021,5.312789
0.312021,14.339479
0.316021,11.258098
0.320021,20.138566
0.324022,22.461437
0.328022,21.040525
0.332022,19.352424
0.336022,25.083867
0.340023,24.335082
0.344023,24.289157
0.348023,21.051804
0.352023,17.259639
0.356024,10.676394
0.360024,14.646346
0.364024,15.808991
0.368025,4.532432
0.372025,11.685498
0.376025,11.485486
0.380025,5.779214
0.384026,9.296664
0.388026,-5.047414
0.392026,-1.048328
0.396026,-10.820122
0.400027,-8.380276
0.404027,-6.458701
0.408027,-10.875184
0.412027,5.083972
0.416028,-0.380763
0.420028,23.621233
0.424028,16.316919
0.428029,29.078637
0.432029,33.035490
0.436029,39.735514
0.440029,26.926651
0.444030,28.549209
0.448030,22.967714
0.452030,30.438456
0.456030,22.017359
0.460031,18.322853
0.464031,26.056395
0.468031,8.995081
0.472031,15.447145
0.476032,7.153238
0.480032,6.801541
0.484032,11.821418
0.488033,10.509829
0.492033,-0.013138
0.496033,-0.033243
0.500033,5.326694
0.504034,-6.537481
0.508034,1.334839
0.512034,3.245368
0.516034,-1.016060
0.520035,3.974731
0.524035,6.547751
0.528035,18.624531
0.532035,22.457247
0.536036,25.699852
0.540036,30.478248
0.544036,28.596492
0.548037,27.898804
0.552037,33.565323
0.556037,30.503260
0.560037,10.352108
0.564038,13.729186
0.568038,20.005134
0.572038,-0.807184
0.576038,6.407778
0.580039,1.577709
0.584039,7.159046
0.588039,6.358076
0.592039,2.870841
0.596040,-0.250596
0.600040,1.145984
0.604040,-4.194237
0.608041,3.422891
0.612041,-9.864211
0.616041,-3.809661
0.620041,-1.452019
0.624042,-4.367314
0.628042,10.324487
0.632042,15.139611
0.636042,22.446578
0.640043,25.485994
0.644043,20.434732
0.648043,31.444932
0.652043,27.613170
0.656044,30.412905
0.660044,28.238057
0.664044,17.786284
0.668045,23.526833
0.672045,22.070642
0.676045,14.361718
