Time,Amplitude
0.000000,13.410116
0.004000,19.389009
0.008001,27.694214
0.012001,26.989455
0.016001,30.459511
0.020001,26.804878
0.024002,29.117919
0.028002,27.100079
0.032002,30.416871
0.036002,18.192068
0.040003,14.987874
0.044003,14.448366
0.048003,13.565752
0.052003,11.818097
0.056004,5.754845
0.060004,13.479586
0.064004,4.651362
0.068005,4.307508
0.072005,3.182113
0.076005,-3.013990
0.080005,-6.031234
0.084006,-4.474289
0.088006,-3.820853
0.092006,5.222199
0.096006,9.694054
0.100007,9.085827
0.104007,17.360287
0.108007,20.224443
0.112007,20.388138
0.116008,31.522305
0.120008,19.919444
0.124008,21.788643
0.128009,28.387390
0.132009,20.591172
0.136009,20.396836
0.140009,15.133218
0.144010,7.113271
0.148010,10.891146
0.152010,9.266549
0.156010,4.133223
0.160011,4.898479
0.164011,-1.708493
0.168011,5.327688
0.172011,-4.153848
0.176012,-8.648745
0.180012,-6.258871
0.184012,-5.405063
0.188013,-5.303392
0.192013,-4.164471
0.196013,7.404226
0.200013,14.548586
0.204014,16.386740
0.208014,22.631461
0.212014,31.536118
0.216014,33.747050
0.220015,22.930429
0.224015,31.098825
0.228015,22.149873
0.232015,19.581106
0.236016,16.896861
0.240016,17.384807
0.244016,15.210570
0.248017,18.283477
0.252017,10.848820
0.256017,8.270489
0.260017,6.252097
0.264018,2.718721
0.268018,4.769006
0.272018,1.658763
0.276018,-1.851810
0.280019,-2.260001
0.284019,-0.279810
0.288019,-0.974492
0.292019,1.180474
0.296020,4.469999
0.300020,9.033790
0.304020,18.389834
0.308021,16.995055
0.312021,23.221545
0.316021,26.426568
0.320021,23.051353
0.324022,32.763254
0.328022,20.917678
0.332022,20.184938
0.336022,16.595983
0.340023,13.959074
0.344023,15.399001
0.348023,17.658824
0.352023,12.208298
0.356024,12.193470
0.360024,2.921565
0.364024,2.299042
0.368025,1.052053
0.372025,0.163469
0.376025,-5.527109
0.380025,-9.759896
0.384026,-2.870340
0.388026,0.016882
